Crop_Type,Temperature,Humidity,Soil_pH,Crop_Yield
Wheat,35.036,64.964,6.5,0
Corn,39.124,60.876,8,0
Rice,23.248,76.752,6.75,52.256
Potato,27.522,72.478,6.5,21.412
Wheat,32.575,67.425,6.5,0
Corn,40.301,59.699,5.5,0
Rice,37.696,62.304,8,0
Potato,42.54,57.46,5.5,0
Wheat,35.935,64.065,5.5,0
Corn,34.055,65.945,8,0
Rice,41.816,58.184,6.25,0
Potato,24.451,75.549,6.5,47.031
Wheat,38.984,61.016,8,0
Corn,18.262,80,6.5,82.066
Rice,37.162,62.838,6.25,0
Potato,38.389,61.611,6.75,0
Wheat,25.917,74.083,6.25,32.669
Corn,35.61,64.39,8,0
Rice,28.789,71.211,6.5,70.24
Potato,27.157,72.843,6.75,16.746
Wheat,40.045,59.955,8,0
Corn,38.679,61.321,6.25,0
Rice,24.59,75.41,8,54.156
Potato,32.216,67.784,5.5,0
Wheat,28.179,71.821,6.75,10.609
Corn,30.088,69.912,6.25,0
Rice,29.863,70.137,8,32.472
Potato,35.15,64.85,6.5,0
Wheat,27.577,72.423,6.75,14.262
Corn,30.569,69.431,5.5,0
Rice,39.371,60.629,5.5,0
Potato,34.674,65.326,6.75,0
Wheat,42.023,57.977,6.5,0
Corn,29.253,70.747,6.5,7.811
Rice,41.957,58.043,5.5,0
Potato,41.682,58.318,6.25,0
Wheat,32.36,67.64,6.5,0
Corn,36.978,63.022,6.25,0
Rice,32.653,67.347,6.5,17.702
Potato,33.052,66.948,8,0
Wheat,33.473,66.527,6.75,0
Corn,34.743,65.257,6.25,0
Rice,35.596,64.404,6.5,0
Potato,28.112,71.888,6.5,19.332
Wheat,40.534,59.466,8,0
Corn,50.588,49.412,6.25,0
Rice,43.197,56.803,5.5,0
Potato,40.952,59.048,6.25,0
Wheat,34.661,65.339,5.5,0
Corn,32.632,67.368,5.5,0
Rice,34.585,65.415,6.25,2.949
Potato,32.306,67.694,5.5,0
Wheat,34.955,65.045,5.5,0
Corn,41.249,58.751,8,0
Rice,39.317,60.683,5.5,0
Potato,34.791,65.209,6.75,0
Wheat,28.325,71.675,8,10.58
Corn,35.269,64.731,6.75,0
Rice,41.115,58.885,6.25,0
Potato,30.772,69.228,6.5,0
Wheat,34.24,65.76,6.75,0
Corn,28.005,71.995,6.25,15.607
Rice,29.173,70.827,6.75,38.414
Potato,33.42,66.58,6.75,0
Wheat,31.902,68.098,8,0
Corn,37.7,62.3,8,0
Rice,34.451,65.549,6.25,3.83
Potato,33.689,66.311,5.5,0
Wheat,27.431,72.569,8,17.094
Corn,48.961,51.039,8,0
Rice,31.596,68.404,6.75,22.27
Potato,31.971,68.029,6.5,0
Wheat,31.833,68.167,6.25,0
Corn,23.94,76.06,6.75,42.018
Rice,38.524,61.476,8,0
Potato,43.628,56.372,6.5,0
Wheat,30.991,69.009,6.5,0
Corn,42.398,57.602,6.5,0
Rice,23.105,76.895,6.25,76.972
Potato,41.952,58.048,6.75,0
Wheat,40.771,59.229,6.5,0
Corn,39.958,60.042,6.5,0
Rice,38.236,61.764,6.25,0
Potato,23.809,76.191,6.25,41.943
Wheat,29.81,70.19,6.5,1.354
Corn,32.14,67.86,6.5,0
Rice,41.785,58.215,6.5,0
Potato,40.468,59.532,8,0
Wheat,37.662,62.338,8,0
Corn,41.496,58.504,6.25,0
Rice,38.56,61.44,6.75,0
Potato,35.717,64.283,8,0
Wheat,45.323,54.677,8,0
Corn,39.41,60.59,5.5,0
Rice,33.14,66.86,8,10.471
Potato,38.617,61.383,5.5,0
Wheat,28.063,71.937,8,10.415
Corn,42.37,57.63,5.5,0
Rice,41.643,58.357,6.25,0
Potato,43.186,56.814,5.5,0
Wheat,33.853,66.147,6.25,0
Corn,27.593,72.407,6.75,14.584
Rice,34.928,65.072,6.25,0.581
Potato,36.627,63.373,6.25,0
Wheat,34.619,65.381,6.25,0
Corn,39.906,60.094,6.75,0
Rice,33.548,66.452,5.5,9.129
Potato,38.763,61.237,6.75,0
Wheat,39.838,60.162,8,0
Corn,30.411,69.589,6.25,0
Rice,42.102,57.898,5.5,0
Potato,38.532,61.468,6.5,0
Wheat,38.727,61.273,6.25,0
Corn,25.656,74.344,6.75,31.424
Rice,37.187,62.813,6.25,0
Potato,38.351,61.649,8,0
Wheat,38.914,61.086,8,0
Corn,37.385,62.615,6.25,0
Rice,40.853,59.147,6.5,0
Potato,35.462,64.538,6.5,0
Wheat,34.172,65.828,6.25,0
Corn,26.817,73.183,6.75,19.779
Rice,36.496,63.504,6.25,0
Potato,35.443,64.557,6.25,0
Wheat,39.879,60.121,5.5,0
Corn,39.889,60.111,6.5,0
Rice,27.155,72.845,6.5,93.879
Potato,31.356,68.644,5.5,0
Wheat,28.146,71.854,6.5,18.08
Corn,39.045,60.955,6.5,0
Rice,30.645,69.355,6.5,43.099
Potato,33.56,66.44,8,0
Wheat,45.605,54.395,6.5,0
Corn,32.174,67.826,6.5,0
Rice,40.243,59.757,6.75,0
Potato,39.1,60.9,6.5,0
Wheat,39.327,60.673,6.75,0
Corn,43.787,56.213,5.5,0
Rice,28.641,71.359,8,37.935
Potato,41.186,58.814,5.5,0
Wheat,36.885,63.115,6.25,0
Corn,32.052,67.948,6.75,0
Rice,36.954,63.046,6.75,0
Potato,29.929,70.071,5.5,0.354
Wheat,32.875,67.125,8,0
Corn,35.873,64.127,6.25,0
Rice,29.827,70.173,6.25,44.022
Potato,29.456,70.544,6.25,3.9
Wheat,27.901,72.099,6.25,15.965
Corn,31.109,68.891,6.75,0
Rice,32.098,67.902,6.25,24.11
Potato,35.538,64.462,8,0
Wheat,35.197,64.803,6.75,0
Corn,34.838,65.162,5.5,0
Rice,38.061,61.939,6.75,0
Potato,32.837,67.163,5.5,0
Wheat,40.281,59.719,8,0
Corn,30.065,69.935,6.5,0
Rice,38.177,61.823,6.75,0
Potato,37.941,62.059,5.5,0
Wheat,35.857,64.143,6.75,0
Corn,31.023,68.977,5.5,0
Rice,29.381,70.619,6.5,71.861
Potato,36.078,63.922,5.5,0
Wheat,35.642,64.358,6.25,0
Corn,31.082,68.918,6.5,0
Rice,36.21,63.79,5.5,0
Potato,35.751,64.249,8,0
Wheat,35.744,64.256,6.5,0
Corn,34.92,65.08,6.75,0
Rice,35.37,64.63,8,0
Potato,33.484,66.516,8,0
Wheat,33.857,66.143,5.5,0
Corn,30.279,69.721,5.5,0
Rice,48.269,51.731,5.5,0
Potato,26.307,73.693,5.5,21.391
Wheat,28.645,71.355,6.75,7.363
Corn,31.459,68.541,6.75,0
Rice,38.624,61.376,5.5,0
Potato,31.067,68.933,6.5,0
Wheat,38.459,61.541,6.75,0
Corn,31.262,68.738,6.75,0
Rice,35.357,64.643,6.75,0
Potato,39.876,60.124,8,0
Wheat,30.76,69.24,8,0
Corn,36.594,63.406,6.25,0
Rice,33.377,66.623,5.5,10.452
Potato,30.009,69.991,6.25,0
Wheat,33.717,66.283,6.5,0
Corn,32.047,67.953,6.25,0
Rice,38.193,61.807,6.75,0
Potato,31.503,68.497,6.75,0
Wheat,34.395,65.605,8,0
Corn,33.446,66.554,5.5,0
Rice,29.941,70.059,6.25,37.897
Potato,44.679,55.321,5.5,0
Wheat,41.364,58.636,8,0
Corn,33.444,66.556,6.75,0
Rice,38.066,61.934,6.25,0
Potato,37.192,62.808,6.5,0
Wheat,28.65,71.35,8,6.654
Corn,28.627,71.373,6.5,14.442
Rice,37.546,62.454,6.25,0
Potato,38.982,61.018,5.5,0
Wheat,40.731,59.269,6.75,0
Corn,36.73,63.27,5.5,0
Rice,29.716,70.284,6.5,60.855
Potato,35.715,64.285,6.25,0
Wheat,36.374,63.626,6.75,0
Corn,34.76,65.24,6.5,0
Rice,35.699,64.301,8,0
Potato,29.066,70.934,8,5.039
Wheat,42.011,57.989,5.5,0
Corn,33.521,66.479,8,0
Rice,29.827,70.173,6.75,38.787
Potato,21.181,78.819,6.5,70.41
Wheat,43.003,56.997,8,0
Corn,28.924,71.076,5.5,6.963
Rice,40.786,59.214,5.5,0
Potato,31.254,68.746,6.5,0
Wheat,37.436,62.564,6.25,0
Corn,36.654,63.346,6.25,0
Rice,35.194,64.806,6.5,0
Potato,29.941,70.059,5.5,0.331
Wheat,29.345,70.655,6.75,2.979
Corn,9.991,80,6.75,0
Rice,11.984,80,5.5,0
Potato,13.488,80,8,21.183
Wheat,25.411,74.589,6.75,25.316
Corn,19.54,80,6.75,64.177
Rice,21.548,78.452,5.5,40.016
Potato,12.35,80,8,13.13
Wheat,15.93,80,6.75,29.761
Corn,24.466,75.534,6.75,35.849
Rice,23.134,76.866,8,51.312
Potato,29.07,70.93,6.5,7.977
Wheat,28.548,71.452,6.75,7.893
Corn,19.699,80,6.25,73.716
Rice,24.087,75.913,6.5,102.093
Potato,13.436,80,5.5,15.908
Wheat,21.893,78.107,5.5,42.757
Corn,11.553,80,6.75,10.312
Rice,25.85,74.15,6.75,54.719
Potato,28.501,71.499,6.75,7.598
Wheat,20.533,79.467,6.25,67.104
Corn,24.798,75.202,5.5,29.2
Rice,24.212,75.788,6.5,93.65
Potato,14.843,80,8,33.262
Wheat,24.615,75.385,5.5,24.796
Corn,27.451,72.549,8,16.273
Rice,14.259,80,6.5,0
Potato,13.846,80,6.5,33.52
Wheat,15.608,80,6.25,35.607
Corn,16.02,80,6.75,36.907
Rice,25.311,74.689,8,67.64
Potato,25.481,74.519,6.75,25.672
Wheat,18.436,80,6.25,53.268
Corn,21.887,78.113,8,59.316
Rice,18.76,80,6.75,24.732
Potato,14.507,80,6.5,43.599
Wheat,21.158,78.842,8,48.886
Corn,25.872,74.128,6.25,35.714
Rice,18.739,80,6.75,20.385
Potato,21.236,78.764,8,43.79
Wheat,23.113,76.887,6.25,54.537
Corn,10.572,80,5.5,2.827
Rice,23.329,76.671,6.5,85.736
Potato,15.104,80,6.5,42.075
Wheat,25.292,74.708,6.75,28.134
Corn,16.439,80,6.5,55.92
Rice,14.67,80,6.25,0
Potato,17.877,80,5.5,41.169
Wheat,17.628,80,8,50.74
Corn,20.176,79.824,6.25,78.651
Rice,12.165,80,6.5,0
Potato,25.719,74.281,5.5,26.016
Wheat,14.478,80,6.5,35.929
Corn,18.077,80,8,49.767
Rice,16.705,80,6.25,15.298
Potato,24.645,75.355,6.25,36.456
Wheat,26.959,73.041,8,16.15
Corn,24.326,75.674,6.75,37.229
Rice,23.493,76.507,5.5,61.624
Potato,19.989,80,6.5,79.453
Wheat,25.363,74.637,6.25,30.262
Corn,20.303,79.697,6.25,83.137
Rice,15.567,80,5.5,3.648
Potato,14.01,80,8,22.527
Wheat,22.793,77.207,6.5,57.55
Corn,15.536,80,5.5,36.383
Rice,20.075,79.925,6.25,41.837
Potato,22.323,77.677,8,42.058
Wheat,24.843,75.157,6.75,33.364
Corn,24.759,75.241,6.25,41.793
Rice,19.261,80,6.25,39.609
Potato,28.601,71.399,6.5,11.861
Wheat,24.721,75.279,6.25,38.408
Corn,28.883,71.117,6.5,10.08
Rice,22.973,77.027,6.5,90.098
Potato,25.148,74.852,5.5,29.067
Wheat,21.753,78.247,6.25,56.773
Corn,17.738,80,6.25,59.376
Rice,24.101,75.899,6.25,72.396
Potato,14.553,80,5.5,26.11
Wheat,16.565,80,6.25,41.719
Corn,19.184,80,6.75,63.438
Rice,23.816,76.184,6.75,57.07
Potato,18.449,80,6.75,49.57
Wheat,24.286,75.714,6.75,23.836
Corn,22.171,77.829,6.75,53.795
Rice,17.489,80,8,15.388
Potato,20.497,79.503,5.5,55.903
Wheat,22.51,77.49,6.75,44.775
Corn,21.075,78.925,6.75,59.034
Rice,19.192,80,8,29.423
Potato,14.987,80,6.25,41.242
Wheat,23.524,76.476,6.5,61.639
Corn,13.29,80,6.75,17.74
Rice,10.585,80,6.75,0
Potato,13.576,80,8,21.854
Wheat,22.273,77.727,6.5,69.466
Corn,21.762,78.238,5.5,55.461
Rice,17.687,80,6.25,20.264
Potato,14.622,80,6.75,25.557
Wheat,21.154,78.846,6.75,49.744
Corn,23.171,76.829,6.25,52.005
Rice,12.876,80,6.25,0
Potato,21.574,78.426,5.5,42.771
Wheat,12.485,80,5.5,14.238
Corn,23.724,76.276,6.25,49.55
Rice,20.941,79.059,8,43.609
Potato,26.157,73.843,6.25,27.063
Wheat,17.135,80,5.5,37.448
Corn,17.298,80,6.25,61.455
Rice,17.723,80,6.25,28.641
Potato,17.153,80,6.25,47.217
Wheat,15.142,80,5.5,31.191
Corn,13.815,80,6.25,30.171
Rice,17.983,80,6.5,37.251
Potato,18.184,80,8,47.184
Wheat,16.84,80,8,38.423
Corn,19.878,80,5.5,55.22
Rice,25.541,74.459,8,61.167
Potato,27.153,72.847,5.5,18.235
Wheat,21.145,78.855,8,42.509
Corn,19.81,80,5.5,71.62
Rice,8.285,80,6.5,0
Potato,19.643,80,8,66.372
Wheat,17.104,80,8,46.14
Corn,23.758,76.242,8,41.102
Rice,22.63,77.37,8,47.036
Potato,16.317,80,5.5,33.1
Wheat,22.62,77.38,6.5,79.827
Corn,12.497,80,5.5,15.435
Rice,23.827,76.173,6.75,62.719
Potato,22.254,77.746,8,47.347
Wheat,29.253,70.747,6.5,7.451
Corn,22.427,77.573,8,49.796
Rice,16.717,80,8,13.269
Potato,21.781,78.219,6.75,56.102
Wheat,20.241,79.759,6.25,84.589
Corn,18.962,80,8,54.201
Rice,27.827,72.173,8,45.259
Potato,16.234,80,6.5,70.934
Wheat,20.907,79.093,6.75,46.282
Corn,17.487,80,6.25,52.559
Rice,23.808,76.192,6.75,63.419
Potato,33.576,66.424,6.75,0
Wheat,21.635,78.365,6.5,87.719
Corn,16.685,80,8,46.843
Rice,18.517,80,6.5,46.001
Potato,27.274,72.726,6.75,16.157
Wheat,27.096,72.904,6.25,21.692
Corn,17.565,80,6.5,76.027
Rice,18.445,80,8,25.73
Potato,22.633,77.367,6.75,37.14
Wheat,17.23,80,8,44.414
Corn,28.27,71.73,6.75,10.489
Rice,17.895,80,8,21.811
Potato,21.161,78.839,5.5,48.386
Wheat,22.375,77.625,6.25,57.412
Corn,25.817,74.183,6.75,28.808
Rice,17.622,80,5.5,19.117
Potato,25.432,74.568,6.25,39.042
Wheat,19.227,80,8,54.463
Corn,17.388,80,5.5,41.555
Rice,26.114,73.886,8,68.224
Potato,17.746,80,6.25,52.286
Wheat,16.672,80,6.25,56.635
Corn,19.204,80,5.5,44.376
Rice,22.809,77.191,6.5,65.815
Potato,17.076,80,6.75,50.184
Wheat,18.527,80,6.5,76.594
Corn,17.213,80,6.25,60.532
Rice,22.609,77.391,6.5,77.321
Potato,25.207,74.793,8,27.106
Wheat,20.067,79.933,6.5,81.762
Corn,22.535,77.465,6.75,48.518
Rice,10.363,80,6.25,0
Potato,20.298,79.702,6.75,62.121
Wheat,26.119,73.881,6.5,36.613
Corn,20.464,79.536,6.5,82.572
Rice,21.337,78.663,5.5,40.575
Potato,25.422,74.578,6.75,28.157
Wheat,16.116,80,8,32.609
Corn,22.774,77.226,8,49.956
Rice,25.692,74.308,8,62.741
Potato,18.853,80,6.75,48.019
Wheat,18.457,80,6.25,66.792
Corn,20.02,79.98,8,68.758
Rice,18.063,80,6.25,24.651
Potato,22.327,77.673,5.5,37.263
Wheat,14.557,80,6.75,25.12
Corn,8.912,80,6.25,0
Rice,19.452,80,6.75,28.383
Potato,10.563,80,6.5,4.849
Wheat,19.079,80,8,56.043
Corn,25.696,74.304,5.5,21.35
Rice,25.991,74.009,8,70.318
Potato,20.078,79.922,6.75,51.193
Wheat,18.062,80,6.25,53.257
Corn,27.273,72.727,5.5,16.785
Rice,23.364,76.636,6.5,103.968
Potato,18.5,80,8,42.605
Wheat,21.104,78.896,6.25,66.405
Corn,23.019,76.981,6.75,35.174
Rice,22.572,77.428,6.25,76.411
Potato,15.683,80,6.5,56.056
Wheat,16.161,80,6.75,38.482
Corn,19.278,80,6.75,52.51
Rice,11.843,80,6.5,0
Potato,17.37,80,6.25,52.018
Wheat,28.499,71.501,5.5,7.168
Corn,16.365,80,6.5,73.699
Rice,14.109,80,6.5,0
Potato,24.237,75.763,8,30.46
Wheat,29.576,70.424,6.25,2.888
Corn,16.732,80,8,45.45
Rice,13.936,80,8,0
Potato,22.044,77.956,6.5,71.042
Wheat,18.564,80,6.25,62.085
Corn,13.578,80,8,24.157
Rice,13.602,80,6.75,0
Potato,10.917,80,6.25,6.317
Wheat,15.644,80,6.25,46.686
Corn,22.603,77.397,8,48.846
Rice,15.744,80,6.25,5.889
Potato,24.187,75.813,5.5,36.399
Wheat,11.221,80,6.5,11.027
Corn,24.437,75.563,6.5,48.901
Rice,19.587,80,6.25,36.348
Potato,23.861,76.139,6.5,52.456
Wheat,16.586,80,6.75,48.96
Corn,32.447,67.553,6.5,0
Rice,21.714,78.286,6.25,64.222
Potato,25.467,74.533,6.75,24.809
Wheat,18.227,80,6.5,78.214
Corn,25.913,74.087,8,30.655
Rice,17.97,80,6.5,35.428
Potato,20.254,79.746,6.25,74.274
Wheat,17.667,80,8,44.563
Corn,19.607,80,8,63.768
Rice,17.715,80,5.5,20.832
Potato,25.52,74.48,6.25,34.915
Wheat,18.972,80,5.5,49.409
Corn,17.786,80,6.75,46.642
Rice,21.266,78.734,6.25,62.139
Potato,26.355,73.645,6.25,25.07
Wheat,9.331,80,6.5,0
Corn,20.966,79.034,6.75,51.418
Rice,21.435,78.565,8,50.473
Potato,21.48,78.52,5.5,40.993
Wheat,16.989,80,6.75,47.098
Corn,18.518,80,5.5,54.015
Rice,34.192,65.808,5.5,3.722
Potato,14.173,80,6.5,32.94
Wheat,19.839,80,6.75,57.781
Corn,28.133,71.867,6.75,11.048
Rice,21.652,78.348,5.5,37.193
Potato,17.667,80,6.5,78.756
Wheat,10.436,80,6.25,3.298
Corn,19.788,80,8,56.012
Rice,23.914,76.086,5.5,51.337
Potato,24.367,75.633,6.5,59.641
Wheat,14.572,80,6.5,43.544
Corn,27.374,72.626,5.5,12.599
Rice,12.74,80,8,0
Potato,14.325,80,5.5,22.371
Wheat,21.063,78.937,5.5,50.291
Corn,28.44,71.56,6.75,8.219
Rice,23.541,76.459,6.75,70.425
Potato,25.886,74.114,5.5,18.332
Wheat,20.43,79.57,6.5,69.999
Corn,17.63,80,5.5,51.364
Rice,18.765,80,6.25,30.948
Potato,21.706,78.294,6.25,52.652
Wheat,21.335,78.665,8,52.628
Corn,22.093,77.907,6.75,45.783
Rice,21.509,78.491,6.5,72.345
Potato,29.969,70.031,6.75,0.166
Wheat,26.65,73.35,6.25,28.311
Corn,16.327,80,6.75,40.927
Rice,21.189,78.811,5.5,36.097
Potato,18.473,80,5.5,50.421
Wheat,18.612,80,6.75,46.277
Corn,19.249,80,6.5,96.858
Rice,16.805,80,6.75,12.994
Potato,24.986,75.014,6.25,34.272
Wheat,19.9,80,5.5,48.261
Corn,11.606,80,8,9.989
Rice,21.856,78.144,8,47.899
Potato,25.904,74.096,6.75,24.763
Wheat,17.678,80,6.75,49.705
Corn,20.538,79.462,5.5,55.776
Rice,18.127,80,6.75,20.399
Potato,16.84,80,5.5,40.47
Wheat,17.959,80,8,40.386
Corn,25.435,74.565,5.5,32.328
Rice,13.909,80,8,0
Potato,7.874,80,5.5,0
Wheat,14.211,80,6.25,36.549
Corn,23.606,76.394,6.25,50.697
Rice,16.5,80,5.5,11.286
Potato,29.269,70.731,6.25,4.255
Wheat,26.264,73.736,6.75,21.487
Corn,21.625,78.375,8,56.407
Rice,19.841,80,6.25,39.951
Potato,16.306,80,6.5,71.782
Wheat,24.886,75.114,6.25,36.738
Corn,18.741,80,8,58.526
Rice,12.3,80,8,0
Potato,12.415,80,6.5,21.811
Wheat,18.162,80,8,44.544
Corn,21.449,78.551,6.5,85.579
Rice,10.661,80,8,0
Potato,14.226,80,6.25,26.699
Wheat,14.771,80,8,25.985
Corn,20.737,79.263,6.75,63.939
Rice,20.027,79.973,6.75,30.773
Potato,15.67,80,5.5,29.832
Wheat,19.829,80,8,51.659
Corn,11.808,80,8,11.474
Rice,19.001,80,5.5,27.65
Potato,14.665,80,6.25,30.19
Wheat,23.363,76.637,8,40.763
Corn,24.509,75.491,5.5,30.692
Rice,31.574,68.426,6.75,17.955
Potato,19.998,80,5.5,51.976
Wheat,23.251,76.749,5.5,33.747
Corn,24.379,75.621,8,47.295
Rice,18.579,80,5.5,24.994
Potato,24.165,75.835,6.75,36.364
Wheat,25.165,74.835,6.75,21.575
Corn,18.933,80,6.75,51.772
Rice,20.957,79.043,6.5,61.959
Potato,18.393,80,6.25,58.404
Wheat,18.343,80,6.75,48.541
Corn,23.806,76.194,5.5,38.062
Rice,18.359,80,5.5,22.629
Potato,23.869,76.131,6.5,58.993
Wheat,20.079,79.921,6.25,62.849
Corn,22.174,77.826,6.75,50.518
Rice,13.721,80,6.75,0
Potato,26.924,73.076,6.5,24.998
Wheat,15.875,80,8,34.604
Corn,27.72,72.28,6.75,13.173
Rice,21.907,78.093,6.75,46.984
Potato,18.873,80,6.25,70.64
Wheat,8.69,80,8,0
Corn,26.211,73.789,5.5,22.247
Rice,19.017,80,6.25,32.618
Potato,15.593,80,5.5,31.111
Wheat,16.639,80,6.5,44.967
Corn,18.074,80,5.5,48.113
Rice,12.37,80,6.25,0
Potato,10.544,80,6.25,4.131
Wheat,19.575,80,6.5,83.549
Corn,7.223,80,6.75,0
Rice,14.777,80,5.5,0
Potato,22.755,77.245,6.75,54.705
Wheat,13.812,80,6.5,39.874
Corn,25.189,74.811,8,29.815
Rice,23.739,76.261,6.25,80.806
Potato,22.952,77.048,6.5,61.858
Wheat,20.385,79.615,6.75,53.655
Corn,19.381,80,6.75,54.453
Rice,15.495,80,6.5,5.521
Potato,17.112,80,6.75,42.163
Wheat,17.265,80,6.75,43.2
Corn,18.999,80,6.75,57.947
Rice,15.077,80,5.5,0.515
Potato,15.26,80,8,32.462
Wheat,12.943,80,5.5,15.18
Corn,10.561,80,6.75,3.079
Rice,10.697,80,5.5,0
Potato,15.606,80,8,30.116
Wheat,14.441,80,6.5,39.744
Corn,22.67,77.33,6.75,50.839
Rice,11.976,80,6.25,0
Potato,17.396,80,6.75,40.342
Wheat,20.651,79.349,6.25,81.458
Corn,23.559,76.441,6.75,35.628
Rice,17.275,80,6.25,15.917
Potato,17.532,80,6.5,52.393
Wheat,12.589,80,6.75,16.14
Corn,11.372,80,6.5,14.889
Rice,13.549,80,8,0
Potato,16.474,80,8,39.877
Wheat,10.259,80,6.5,2.29
Corn,15.137,80,8,31.804
Rice,14.667,80,6.75,0
Potato,19.303,80,8,49.831
Wheat,16.053,80,8,30.308
Corn,13.086,80,6.75,19.305
Rice,16.24,80,6.75,8.082
Potato,11.592,80,6.25,10.419
Wheat,15.657,80,6.75,33.8
Corn,14.234,80,6.75,25.593
Rice,16.966,80,6.5,23
Potato,16.544,80,6.25,43.447
Wheat,13.816,80,8,20.25
Corn,20.285,79.715,6.75,55.121
Rice,19.48,80,6.5,52.278
Potato,14.975,80,8,24.642
Wheat,14.214,80,6.5,40.208
Corn,25.535,74.465,6.25,28.94
Rice,5.055,80,5.5,0
Potato,12.613,80,5.5,15.664
Wheat,22.381,77.619,8,50.22
Corn,4.033,80,8,0
Rice,14.844,80,6.5,0
Potato,16.121,80,6.25,38.418
Wheat,3.1,80,6.75,0
Corn,16.741,80,5.5,40.186
Rice,18.918,80,5.5,28.923
Potato,11.874,80,8,11.3
Wheat,17.024,80,8,40.161
Corn,10.556,80,6.75,3.978
Rice,17.732,80,6.5,25.46
Potato,12.791,80,6.75,19.069
Wheat,19.487,80,6.25,73.41
Corn,4.874,80,6.75,0
Rice,16.275,80,8,9.235
Potato,12.773,80,5.5,11.722
Wheat,14.188,80,5.5,24.009
Corn,23.954,76.046,6.75,37.619
Rice,17.2,80,6.25,17.152
Potato,14.726,80,8,28.16
Wheat,20.966,79.034,6.25,67.224
Corn,14.925,80,6.25,44.538
Rice,19.722,80,8,34.959
Potato,18.506,80,6.5,76.217
Wheat,14.973,80,5.5,22.275
Corn,11.223,80,5.5,6.578
Rice,16.848,80,6.75,11.023
Potato,14.357,80,8,23.285
Wheat,9.055,80,6.75,0
Corn,20.538,79.462,5.5,66.374
Rice,23.785,76.215,6.25,67.411
Potato,16.46,80,5.5,34.514
Wheat,13.204,80,6.25,21.728
Corn,24.313,75.687,6.75,37.005
Rice,11.365,80,6.5,0
Potato,19.531,80,6.5,79.958
Wheat,9.866,80,5.5,0
Corn,13.886,80,8,27.336
Rice,14.127,80,5.5,0
Potato,18.22,80,6.25,65.755
Wheat,10.84,80,6.5,6.773
Corn,17.026,80,8,43.951
Rice,22.641,77.359,6.25,70.991
Potato,20.988,79.012,6.75,59.359
Wheat,21.362,78.638,8,55.714
Corn,20.78,79.22,8,55.517
Rice,13.152,80,6.25,0
Potato,17.876,80,6.5,66.218
Wheat,16.316,80,5.5,34.478
Corn,19.93,80,6.25,71.983
Rice,5.13,80,5.5,0
Potato,21.138,78.862,5.5,42.852
Wheat,2.644,80,6.25,0
Corn,18.573,80,6.75,57.061
Rice,25.35,74.65,5.5,74.748
Potato,9.66,80,6.25,0
Wheat,15.33,80,6.25,47.717
Corn,17.655,80,6.5,72.209
Rice,24.604,75.396,6.75,79.928
Potato,8.095,80,6.5,0
Wheat,23.111,76.889,6.75,36.813
Corn,8.553,80,8,0
Rice,15.527,80,6.5,5.567
Potato,8.341,80,6.5,0
Wheat,10.273,80,5.5,1.485
Corn,13.646,80,6.5,41.73
Rice,12.58,80,6.25,0
Potato,18.248,80,8,45.393
Wheat,17.541,80,5.5,46.517
Corn,20.617,79.383,6.25,79.512
Rice,16.226,80,8,8.339
Potato,14.457,80,8,26.12
Wheat,12.867,80,8,15.667
Corn,12.222,80,8,14.516
Rice,11.944,80,6.25,0
Potato,16.876,80,6.75,46.065
Wheat,9.166,80,6.75,0
Corn,11.011,80,5.5,5.127
Rice,19.657,80,8,32.928
Potato,13.396,80,6.5,34.481
Wheat,18.978,80,6.75,61.735
Corn,15.325,80,6.75,28.988
Rice,16.525,80,5.5,9.222
Potato,19.094,80,6.75,52.857
Wheat,13.816,80,6.25,30.042
Corn,13.744,80,6.5,37.817
Rice,26.665,73.335,5.5,52.707
Potato,17.869,80,6.25,54.417
Wheat,13.907,80,6.75,23.273
Corn,21.329,78.671,5.5,53.085
Rice,11.798,80,6.5,0
Potato,18.168,80,5.5,46.426
Wheat,16.156,80,6.25,38.911
Corn,14.469,80,6.5,44.575
Rice,20.027,79.973,6.5,56.743
Potato,21.346,78.654,6.25,64.15
Wheat,14.093,80,5.5,23.849
Corn,14.13,80,5.5,28.048
Rice,10.441,80,6.75,0
Potato,23.845,76.155,6.25,45.852
Wheat,18.281,80,8,44.305
Corn,10.104,80,6.25,0.836
Rice,15.072,80,5.5,0.467
Potato,22.201,77.799,6.25,52.59
Wheat,18.833,80,6.5,80.714
Corn,15.367,80,8,34.463
Rice,16.399,80,5.5,7.866
Potato,20.687,79.313,5.5,47.944
Wheat,18.189,80,6.25,69.237
Corn,21.049,78.951,5.5,58.594
Rice,15.457,80,6.75,2.874
Potato,20.242,79.758,8,65.395
Wheat,12.852,80,5.5,14.789
Corn,12.388,80,8,15.008
Rice,13.529,80,8,0
Potato,13.73,80,6.5,36.675
Wheat,21.834,78.166,6.25,53.709
Corn,15.278,80,8,36.596
Rice,16.761,80,6.5,21.493
Potato,25.897,74.103,5.5,24.653
Wheat,20.703,79.297,5.5,41.801
Corn,21.083,78.917,6.5,96.698
Rice,21.425,78.575,6.75,44.653
Potato,9.899,80,5.5,0
Wheat,10.582,80,6.5,5.554
Corn,16.824,80,6.75,40.412
Rice,8.084,80,6.25,0
Potato,11.572,80,6.5,12.978
Wheat,4.997,80,8,0
Corn,8.325,80,6.5,0
Rice,10.596,80,8,0
